"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs.type","recordedByIDs.value","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","recordedByIDs","coordinateUncertaintyInMeters","identifiedByIDs.type","identifiedByIDs.value","occurrenceRemarks","informationWithheld","identificationRemarks","gadm","distanceFromCentroidInMeters","projectId","individualCount","elevation","elevationAccuracy","institutionKey","preparations","recordNumber","nomenclaturalCode","institutionID","ownerInstitutionCode","networkKeys","gadm.level0.gid","gadm.level0.name","collectionKey","fieldNumber","otherCatalogNumbers","habitat","http...unknown.org.recordID","associatedTaxa","locality","county","taxonRemarks","locationID","rights","higherClassification","collectionID","reproductiveCondition","georeferenceRemarks","http...unknown.org.recordEnteredBy","disposition","previousIdentifications","language","type","higherGeography","municipality","islandGroup","island","lifeStage","dynamicProperties","verbatimElevation","locationRemarks","eventRemarks","associatedOccurrences","nomenclaturalStatus","bibliographicCitation","organismID","accessRights","georeferencedDate","georeferenceSources","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","media_url"
"2270555308","Eugenia foetida Pers.",24.7613,-80.9602,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:15.798+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417751,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","foetida","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA","Florida",2001,7,5,"2001-07-05",186,186,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:15.798+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3012116","http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"3012116","none","none",FALSE,NA,"Andrew Salywon",NA,"WGS84","Magnoliopsida","US",NA,NA,"none","NORTH_AMERICA","United States of America","NORTH_AMERICA",NA,"3012116",NA,NA,NA,"Plants","2270555308","55ed1394-f136-42ca-a773-cb4445c92113","47823","ASU0059499","ASU",NA,NA,NA,"Eugenia foetida Pers.","none",NA,NA,NA,"Tree 8 ft tall.",NA,NA,NA,NA,NA,NA,1.5,1.5,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"1208",NA,NA,NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,"240379",NA,"55ed1394-f136-42ca-a773-cb4445c92113",NA,"Gassy Key and jct. of Terreire St. and Avacado Ave.","Monroe",NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,"marisin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tree 8ft tall.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0059/ASU0059499_lg.jpg"
"2270555235","Eugenia foetida Pers.",24.6607,-81.2672,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:15.602+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417751,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","foetida","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA","Florida",2001,7,2,"2001-07-02",183,183,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:15.602+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3012117","http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"3012117","none","none",FALSE,NA,"Andrew Salywon",NA,"WGS84","Magnoliopsida","US",NA,NA,"none","NORTH_AMERICA","United States of America","NORTH_AMERICA",NA,"3012117",NA,NA,NA,"Plants","2270555235","80c5a44f-b5e3-4fde-a072-badc4d5a7cd3","47823","ASU0059500","ASU",NA,NA,NA,"Eugenia foetida Pers.","none",NA,NA,NA,"Shrub 4 m tall, common along road to beach on limestone soils.",NA,NA,NA,NA,NA,NA,4,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"1172",NA,NA,NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,"238052","Costal hammock.","80c5a44f-b5e3-4fde-a072-badc4d5a7cd3",NA,"Bahia Honda Key, Bahia Honda State Park.","Monroe",NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,"marisin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub 4m tall, common along road to beach on limestone soils.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0059/ASU0059500_lg.jpg"
"1451071811","Eugenia fetida Poir.",18.581666,-68.404167,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:39.219+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5417764,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","fetida","SPECIES","SYNONYM","NE",NA,"NORTH_AMERICA",NA,2001,7,24,"2001-07-24T00:00",205,205,NA,"2024-08-02T01:15:39.219+00:00",NA,"http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"K001002509","none","none",TRUE,NA,"Acevedo-Rodriguez, P.",NA,"WGS84","Magnoliopsida","DO",NA,NA,"none","LATIN_AMERICA","Dominican Republic","EUROPE",NA,"K001002509",NA,NA,NA,"Herbarium","1451071811","http://specimens.kew.org/herbarium/K001002509",NA,"K001002509","K",NA,NA,NA,"Eugenia fetida Poir.","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,"fa252605-26f6-426c-9892-94d071c2c77f",NA,"11782",NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,NA,NA,NA,NA,"Coastal moist forest.",NA,NA,"Punta Cana",NA,NA,NA,NA,"Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub 3m tall; flowers cream.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/98f8392693862c57d2caf5ad5ae4c0ec.jpg"
"1846503345","Eugenia foetida Pers.",17.9535,-66.889,"cdc,cudc,gass84,inmafu","3c59bd42-7bfd-421b-8da4-275780390e4c","e1f6195c-b21b-4601-809e-bdf0488ee9a4","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T23:08:49.360+00:00","2024-08-01T23:10:42.255+00:00",320,"PRESERVED_SPECIMEN","PRESENT",5417751,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","foetida","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA","Puerto Rico",2001,8,14,"2001-08-14",226,226,"2023-07-16T07:02:03.000+00:00","2024-08-01T23:10:42.255+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=2055678","http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"2055678","none","none",TRUE,NA,"Andrew Salywon; N. Snow, F. & Y. Axelrod",NA,"WGS84","Magnoliopsida","PR",NA,NA,"none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA",NA,"2055678",NA,NA,NA,NA,"1846503345","f55b7226-0cbd-4707-8d4c-6fed4e27ba50","47823","DES00058540","DES",NA,NA,NA,"Eugenia foetida Pers.","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"a8dfdf0d-ceae-466f-ab90-393a0d2319be",NA,"1274",NA,NA,NA,NA,NA,NA,"baebb418-b4fe-49a5-91d4-4c11d597937f",NA,NA,NA,"f55b7226-0cbd-4707-8d4c-6fed4e27ba50",NA,"Puerto Rico, MPIO.  Guanica:  Bo. Carnero, Guanica Forest Reserve, Rd 333, ca. 100 m before turnoff to Balneario Cana Gorda.",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","edb9860c-c481-4d19-88cc-224a536ebcd4",NA,NA,"Joyce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66ft.",NA,NA,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=bbeddd6d-985a-4b71-842f-aecf166704a4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00058/DES00058540_lg.jpg"
"2270673955","Eugenia foetida Pers.",18.001,-67.1088,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.616+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417751,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","foetida","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA",NA,2001,8,14,"2001-08-14",226,226,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.616+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=762656","http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"762656","none","none",FALSE,NA,"Andrew Salywon; Neil Snow, F. & Y. Axelrod",NA,"WGS84","Magnoliopsida","PR",NA,NA,"none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA",NA,"762656",NA,NA,NA,"Plants","2270673955","dbfb0fd8-dfa1-4f8a-b9fd-2ede5a5d8a27","47823","ASU0010044","ASU",NA,NA,NA,"Eugenia foetida Pers.","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"1272",NA,NA,NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,"240426",NA,"dbfb0fd8-dfa1-4f8a-b9fd-2ede5a5d8a27",NA,"Mpio. de Lajas. Barrio Llanos Costa. East slopes of Cerro Mariquita.",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,"marisin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0010/ASU0010044_lg.jpg"
"2270675051","Eugenia mayana Standl.",21.2098,-87.1862,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.700+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417762,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","mayana","SPECIES","SYNONYM","NE",NA,"NORTH_AMERICA","Quintana Roo",2000,7,12,"2000-07-12",194,194,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.700+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=762908","http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"762908","none","none",TRUE,NA,"G. P. Schultz; T. Bannister, A. Lemos",NA,"WGS84","Magnoliopsida","MX",NA,NA,"none","LATIN_AMERICA","Mexico","NORTH_AMERICA",NA,"762908",NA,NA,NA,"Plants","2270675051","a4fe7a62-f4b6-4baa-aa51-50e0586b9671","47863","ASU0010129","ASU",NA,NA,NA,"Eugenia mayana Standl.","none",NA,NA,NA,"Common tree; flowers white.",NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"1528",NA,NA,NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,"240556","Acahual (secindary vegetation)","a4fe7a62-f4b6-4baa-aa51-50e0586b9671","ecologicallyOccursWith: Metopium brownei|ecologicallyOccursWith: Bursera simuraba|ecologicallyOccursWith: Lysiloma latisiliquum|ecologicallyOccursWith: Acacia|ecologicallyOccursWith: Piscidia piscipula|ecologicallyOccursWith: etc","Yalahau Region, Yucatan Peninsula: ca. 30 miles NW of Cancun. Acahual plot 8, 1km E of Station, 50m S of road on cutoff trail to Cenote Azul trail.","Lazaro Cardenas",NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191","flowers",NA,"marisin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=UCR-BPS-115536",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0010/ASU0010129_lg.jpg"
"2270691779","Eugenia foetida Pers.",16.0583,-96.1028,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:07.898+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417751,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","foetida","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA","Oaxaca",2000,11,16,"2000-11-16",321,321,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:07.898+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=783062","http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"783062","none","none",FALSE,NA,"Feliciano López;",NA,"WGS84","Magnoliopsida","MX",NA,NA,"none","LATIN_AMERICA","Mexico","NORTH_AMERICA",NA,"783062",NA,NA,NA,"Plants","2270691779","2e581143-7f53-42c5-9fbc-0834ca168557","47823","ASU0057207","ASU",NA,NA,NA,"Eugenia foetida Pers.","none",NA,NA,NA,"Dup!.= 4  (F2) Estudio y Conservación de las Selvas Secas de Zimatán con apoyos de: The MacArthur  Foundation y SIBEJ-CONACYT 19990506007  Sociedad para el Estudio de los Recursos Bióticos de Oaxaca; con apoyos",NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"410",NA,NA,NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,"274600","Selva mediana subperennifolia. Cafetal.","2e581143-7f53-42c5-9fbc-0834ca168557",NA,"Distrito: Pochutla, Municipio: San Miguel del Puerto. El Istmo.",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,"Tung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0057/ASU0057207_lg.jpg"
"2270469169","Eugenia foetida Pers.",19.4167,-71.2,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:08.830+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417751,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","foetida","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA","Santiago Rodriguez",1999,8,16,"1999-08-16",228,228,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:08.830+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1111206","http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"1111206","none","none",FALSE,NA,"T. Clase et al.",NA,"WGS84","Magnoliopsida","DO",NA,NA,"none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"1111206",NA,NA,NA,"Plants","2270469169","25065c42-d7f7-4280-94ba-ff19719050be","47823","ASU0010025","ASU",NA,NA,NA,"Eugenia foetida Pers.","none",NA,NA,NA,"Arbol de 7m; con frutos verdes.",NA,NA,NA,NA,NA,NA,350,50,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"1484",NA,NA,NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,"255561",NA,"25065c42-d7f7-4280-94ba-ff19719050be",NA,"Cordillera Central. En la carretera que ocmunica a Moncion con Sabaneta.","Moncion",NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191","fruit",NA,"marisin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0010/ASU0010025_lg.jpg"
"1503257633","Eugenia foetida Pers.",27.5319,-82.6456,"cdc,gass84,incomis","af1b4db0-c8ce-4a95-b700-8a6a02bed9d6","253fc67c-c7fb-4c85-88f5-43ac6d9dc8a9","40dee7df-00ee-4965-bcaf-5291dbab4b08","253fc67c-c7fb-4c85-88f5-43ac6d9dc8a9","US","EML","2024-01-26T19:01:55.931+00:00","2024-01-29T12:47:10.869+00:00",398,"PRESERVED_SPECIMEN","PRESENT",5417751,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","foetida","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA","Florida",1999,9,30,"1999-09-30",273,273,NA,"2024-01-29T12:47:10.869+00:00",NA,"http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"62BF8AD9-398E-4930-9AE0-630C1FA226A6","none","none",FALSE,NA,"B. K. Holst, B. Sidoti, D. Rhodes, F. Rizo-Tron",NA,"WGS84","Magnoliopsida","US",NA,NA,"none","NORTH_AMERICA","United States of America","NORTH_AMERICA",NA,"62BF8AD9-398E-4930-9AE0-630C1FA226A6",NA,NA,"The W end of Snead Island, a peninsula between Terra Ceia Bay and the Manatee River.","Herb","1503257633","62BF8AD9-398E-4930-9AE0-630C1FA226A6",NA,"250451","USF",NA,NA,"66654","Eugenia foetida Pers.","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efc9e42f-509d-47fe-a30a-1bbd7ac8ba31",NA,"7230","ICN","urn:lsid:biocol.org:col:15638",NA,NA,NA,NA,NA,NA,NA,"Slightly disturbed coastal hammock along the beach; common tree [associates include:] Eugenia axillaris, Sideroxylon celastrinum, Coccoloba uvifera, Ficus aurea.",NA,NA,"Emerson Point Preserve, The W end of Snead Island, a peninsula between Terra Ceia Bay and the Manatee River.","Manatee Co.",NA,NA,NA,"Plantae | Dicots | Myrtaceae",NA,"Fruit",NA,NA,NA,NA,"en","PhysicalObject","USA|Florida|Manatee Co.","Emerson Point Preserve",NA,NA,NA,"{""habit"":""Shrub or small tree to 4 m; common.""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://cdn.plantatlas.org/img/specimens/USF/250451.jpg"
"122944599","Eugenia foetida Pers.",24.9844,-80.6679,"cdc,gass84,incomis","832cb04e-f762-11e1-a439-00145eb45e9a","bd561840-efdc-11d9-a329-b8a03c50a862","40dee7df-00ee-4965-bcaf-5291dbab4b08","253fc67c-c7fb-4c85-88f5-43ac6d9dc8a9","US","EML","2023-06-07T04:10:35.143+00:00","2024-01-24T21:05:24.604+00:00",275,"PRESERVED_SPECIMEN","PRESENT",5417751,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","foetida","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA","Florida",1998,3,6,"1998-03-06",65,65,NA,"2024-01-24T21:05:24.604+00:00",NA,"http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"48DD341D-94DC-4514-A781-F5F5BCDCF75C","none","none",FALSE,NA,"K. A. Bradley",NA,"WGS84","Magnoliopsida","US",NA,NA,"none","NORTH_AMERICA","United States of America","NORTH_AMERICA",NA,"48DD341D-94DC-4514-A781-F5F5BCDCF75C",NA,NA,NA,"Herbarium","122944599","48DD341D-94DC-4514-A781-F5F5BCDCF75C",NA,"82387","FTG",NA,NA,"225056","Eugenia foetida Pers.","none",14542,NA,NA,NA,NA,NA,"none",NA,NA,NA,NA,NA,"62338caa-c755-4560-b50e-438f5ec4820a",NA,"1450","ICN","urn:lsid:biocol.org:col:15568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monroe",NA,NA,NA,"Plantae | Magnoliophyta | Myrtaceae",NA,NA,NA,NA,NA,NA,"en","PhysicalObject","United States of America|Florida|Monroe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://cdn.plantatlas.org/img/specimens/FTG/82387.jpg"
"2270573764","Eugenia foetida Pers.",20.002778,-89.166667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:17.309+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417751,6,7707728,220,690,5014,3177662,5417751,5417751,"Eugenia foetida Pers.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia foetida","Eugenia","foetida","SPECIES","ACCEPTED","LC","2000-01-01T00:00:00","NORTH_AMERICA","Yucatan",1998,3,14,"1998-03-14",73,73,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:17.309+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5319416","http://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,"5319416","none","none",FALSE,NA,"R. Duran; C. Espadas y P. Sima","F. Barrie","WGS84","Magnoliopsida","MX",NA,NA,"none","LATIN_AMERICA","Mexico","NORTH_AMERICA",NA,"5319416",NA,NA,NA,"Plants","2270573764","6ebc79f7-c044-475f-9330-79dbf090eb68","47823","ASU0080387","ASU",NA,NA,NA,"Eugenia foetida Pers.","none",NA,NA,NA,"Arbol de 5 m, perenna, abundancia regular, fruto verde.",NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"2987",NA,NA,NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,"290798","Selva mediana subcaducifolia, suelo oscuro","6ebc79f7-c044-475f-9330-79dbf090eb68","ecologicallyOccursWith: Piscidia piscipula|ecologicallyOccursWith: Bourreria pulchra","Yucatan Peninsula, 14.5 km del desvio hacia Becanchen, carretera Tekax a Tzucacab",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,"Waltola64",NA,NA,NA,NA,NA,"Tekax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU_Plants/201410/ASU0080387_1414432953_lg.jpg"
