"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","coordinateUncertaintyInMeters","continent","stateProvince","georeferencedBy","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","georeferenceVerificationStatus","http...unknown.org.recordID","locality","collectionCode","gbifID","occurrenceID","catalogNumber","institutionCode","rights","occurrenceRemarks","http...unknown.org.recordEnteredBy","higherClassification","collectionID","georeferenceSources","name","networkKeys","individualCount","elevation","gadm","higherGeography","datasetName","institutionID","county","habitat","taxonID","verbatimTaxonRank","reproductiveCondition","dateIdentified","preparations","rightsHolder","nomenclaturalCode","verbatimEventDate","language","type","associatedOccurrences","verbatimElevation","elevationAccuracy","georeferencedDate","georeferenceProtocol","municipality","bibliographicCitation","fieldNumber","verbatimLocality","organismID","locationID","ownerInstitutionCode","accessRights","typeStatus","typifiedName","recordedByIDs.type","recordedByIDs.value","fieldNotes","iucnRedListCategory","nomenclaturalStatus","acceptedNameUsage","eventRemarks","eventID","footprintSRS","verbatimIdentification","media_url","license"
"1930665550","Myrceugenia alpigena var. rufa (O.Berg) Landrum",-20.3874,-43.5057,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:31.880+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3185804,6,7707728,220,690,5014,3185514,3185795,3185803,"Myrceugenia alpigena var. fuliginea (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia alpigena","Myrceugenia","alpigena","rufa","VARIETY","SYNONYM",NA,"SOUTH_AMERICA","Minas Gerais",NA,1971,1,30,"1971-01-30",30,30,NA,"2024-07-21T05:14:31.880+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992475",FALSE,"cd04ce3a-f257-4903-ab93-d1c51f7c0320","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,NA,"H. S. Irwin","L. R. Landrum","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","29386","cd04ce3a-f257-4903-ab93-d1c51f7c0320",NA,NA,"Serra do Espinhaço, lower slopes of Pico de Itacolomi, ca. 2 km S. of Ouro Preto","NY","1930665550","cd04ce3a-f257-4903-ab93-d1c51f7c0320","00908333","NY",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","Google Earth (map data 2006)","Myrceugenia alpigena var. rufa (O.Berg) Landrum",NA,NA,NA,NA,NA,"Vascular plants","http://biocol.org/urn:lsid:biocol.org:col:15556","Ouro Preto Mun.","Cerrado on steep schist slopes",NA,NA,NA,"1980-01-01T00:00:00","sheet","The New York Botanical Garden","ICN","30 Jan 1971","en","PhysicalObject",NA,"ca. 5249 ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2107/739/00908333.jpg","http://creativecommons.org/licenses/by/4.0/"
"1931267519","Myrceugenia alpigena var. rufa (O.Berg) Landrum",-20.3874,-43.5057,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:48.547+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3185804,6,7707728,220,690,5014,3185514,3185795,3185803,"Myrceugenia alpigena var. fuliginea (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia alpigena","Myrceugenia","alpigena","rufa","VARIETY","SYNONYM",NA,"SOUTH_AMERICA","Minas Gerais",NA,1971,1,30,"1971-01-30",30,30,NA,"2024-07-21T05:14:48.547+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992474",FALSE,"f798172b-054e-423a-beb0-b4ab5a19b554","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,NA,"H. S. Irwin","L. R. Landrum","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","29383","f798172b-054e-423a-beb0-b4ab5a19b554",NA,NA,"Serra do Espinhaço, lower slopes of Pico de Itacolomi, ca. 2 km S. of Ouro Preto","NY","1931267519","f798172b-054e-423a-beb0-b4ab5a19b554","00908332","NY",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","Google Earth (map data 2006)","Myrceugenia alpigena var. rufa (O.Berg) Landrum",NA,NA,NA,NA,NA,"Vascular plants","http://biocol.org/urn:lsid:biocol.org:col:15556","Ouro Preto Mun.","Cerrado on steep schist slopes",NA,NA,NA,"1980-01-01T00:00:00","sheet","The New York Botanical Garden","ICN","30 Jan 1971","en","PhysicalObject",NA,"ca. 5249 ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/171/139/v-247-00908332.jpg","http://creativecommons.org/licenses/by/4.0/"
"1927926320","Myrceugenia alpigena var. rufa (O.Berg) Landrum",-25.5385842,-49.2069932,"cdrep,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:04.658+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3185804,6,7707728,220,690,5014,3185514,3185795,3185803,"Myrceugenia alpigena var. fuliginea (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia alpigena","Myrceugenia","alpigena","rufa","VARIETY","SYNONYM",NA,"SOUTH_AMERICA","Paraná",NA,1967,12,20,"1967-12-20",354,354,NA,"2024-07-21T05:13:04.658+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570981",FALSE,"0b3a58a9-867f-4ba7-bf96-b65b966fb792","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,NA,"G. G. Hatschbach","L. R. Landrum","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","18158","0b3a58a9-867f-4ba7-bf96-b65b966fb792",NA,NA,"Contenda","NY","1927926320","0b3a58a9-867f-4ba7-bf96-b65b966fb792","615640","NY",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","CRIA (Centro de Referência em Informação Ambiental)","Myrceugenia alpigena var. rufa (O.Berg) Landrum",NA,NA,NA,NA,NA,"Vascular plants","http://biocol.org/urn:lsid:biocol.org:col:15556","São José dos Pinhais Mun.","Do capao",NA,NA,NA,"1980-01-01T00:00:00","sheet","The New York Botanical Garden","ICN","20 Dec 1967","en","PhysicalObject",NA,NA,NA,NA,"Other source",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2106/303/00615640.jpg","http://creativecommons.org/licenses/by/4.0/"
"2996843176","Myrceugenia alpigena var. rufa (O.Berg) Landrum",0,0,"cucdmis,gass84,iddativ,rdativ,zerocd,colmafu,inmafu","5c9a924c-8d45-4452-8604-415a118578aa","838537fc-4aeb-4980-8b58-97fbdcd1d91a","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:08:27.274+00:00","2024-07-01T12:24:37.934+00:00",202,"PRESERVED_SPECIMEN","PRESENT",3185804,6,7707728,220,690,5014,3185514,3185795,3185803,"Myrceugenia alpigena var. fuliginea (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia alpigena","Myrceugenia","alpigena","rufa","VARIETY","SYNONYM",NA,NA,"Paraná",NA,1966,1,12,"1966-01-12",12,12,NA,"2024-07-01T12:24:37.934+00:00",NA,FALSE,"5119890","none","none","b745abcd-45b2-4a84-a327-9298e795dbfb","d3b42067-b567-4d47-a136-bb5d52ed32fc",TRUE,"MBM 434","Hatschbach, G;Hatschbach, G.","Legrand, D","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","13483","5119890",NA,NA,"Serra das Almas","MBM","2996843176","5119890","MBM000434","MBM",NA,NA,NA,NA,NA,NA,"Myrceugenia alpigena var. rufa (O.Berg) Landrum","4b0d8edb-7504-42c4-9349-63e86c01bf97",NA,0,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM",NA,"1966-1-12",NA,NA,NA,NA,0,NA,NA,"Palmeira","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=5119890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://imagens2.jbrj.gov.br/fsi/server?type=image&source=mbm/MBM/0/0/4/34/MBM000434.JPG","http://creativecommons.org/licenses/by/4.0/"
"1228387331","Myrceugenia alpigena var. rufa (O.Berg) Landrum",-24,-51,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:01.885+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185804,6,7707728,220,690,5014,3185514,3185795,3185803,"Myrceugenia alpigena var. fuliginea (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia alpigena","Myrceugenia","alpigena","rufa","VARIETY","SYNONYM",NA,"SOUTH_AMERICA","Paraná",NA,1966,1,12,"1966-01-12",12,12,"2023-03-02T20:07:00.000+00:00","2024-01-25T11:00:01.885+00:00",NA,FALSE,"f0af1b38-d4b2-4c6a-8565-3a8f9db11de5","none","none","689b4219-8256-4c6e-890b-2e81405d4c58",NA,FALSE,NA,"G. Hatschbach",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","13482","f0af1b38-d4b2-4c6a-8565-3a8f9db11de5",NA,NA,"Paraná","Botany","1228387331","f0af1b38-d4b2-4c6a-8565-3a8f9db11de5","V0105822F","F",NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae","Botany","Getty Thesaurus of Geographic Names (TGN)","Myrceugenia alpigena var. rufa (O.Berg) Landrum",NA,NA,NA,NA,"South America, Brazil, Paraná. [LL]","seeds-22-sep-2023","F",NA,NA,NA,NA,NA,NA,NA,"The Field Museum of Natural History","ICBN",NA,NA,NA,NA,NA,NA,NA,"TGN - Centroid",NA,NA,NA,NA,"2480005","49e74876-1f9b-4aa2-bb89-f8682c48b67b","F","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/519/791/V0105822F.jpg","http://creativecommons.org/licenses/by/4.0/"
"694648247","Myrceugenia alpigena var. fuliginea (O.Berg) Landrum",-28.36667,-49.95,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:38.830+00:00",549,"PRESERVED_SPECIMEN","PRESENT",3185803,6,7707728,220,690,5014,3185514,3185795,3185803,"Myrceugenia alpigena var. fuliginea (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia alpigena","Myrceugenia","alpigena","fuliginea","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Santa Catarina",NA,1965,1,6,"1965-01-06",6,6,"2024-05-30T15:50:02.000+00:00","2024-07-31T15:50:38.830+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258882","none","none","6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2",TRUE,NA,"Smith, L.B.|Reitz, R.","Vieira","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258882",NA,NA,NA,"P","694648247","http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258882","P05258882","MNHN",NA,NA,NA,NA,NA,NA,"Myrceugenia alpigena var. fuliginea (O.Berg) Landrum","17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,NA,NA,NA,NA,"http://grbio.org/institution/museum-national-dhistoire-naturelle",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14344","Mun. São Joaquim: Forest, Três Pedrinhas, 12 km southwest of São Joaquim.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1441396492851sLBaAqDvsb81g3Gf","http://creativecommons.org/licenses/by/4.0/"
"1456007498","Myrceugenia alpigena var. rufa (O.Berg) Landrum",-28.33,-28.93,"cucdmis,gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:40:59.219+00:00",403,"PRESERVED_SPECIMEN","PRESENT",3185804,6,7707728,220,690,5014,3185514,3185795,3185803,"Myrceugenia alpigena var. fuliginea (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia alpigena","Myrceugenia","alpigena","rufa","VARIETY","SYNONYM",NA,NA,"Santa Catarina",NA,1965,1,5,"1965-01-05",5,5,"2019-01-10T15:20:00.000+00:00","2024-08-02T12:40:59.219+00:00",NA,FALSE,"http://n2t.net/ark:/65665/321969765-e881-4f3b-afd0-32fd5695262a","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",FALSE,NA,"L. Smith & R. Reitz",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","14281","http://n2t.net/ark:/65665/321969765-e881-4f3b-afd0-32fd5695262a",NA,NA,"Campo, bog, brook, and rock outcrop, near Encruzilhada de Boava, 8 Km south of são Joaquim","US","1456007498","http://n2t.net/ark:/65665/321969765-e881-4f3b-afd0-32fd5695262a","US 2573742","US",NA,NA,NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,"Myrceugenia alpigena var. rufa (O.Berg) Landrum","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",1,1300,"none","South America, Brazil, Santa Catarina, São Joaquim","NMNH Extant Biology","urn:lsid:biocol.org:col:15463","São Joaquim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m30b7963e6-cc0f-46a5-9e88-94b7afa2ae0f","http://creativecommons.org/licenses/by/4.0/"
"1228187208","Myrceugenia alpigena var. rufa (O.Berg) Landrum",-30,-54,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:13.966+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185804,6,7707728,220,690,5014,3185514,3185795,3185803,"Myrceugenia alpigena var. fuliginea (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia alpigena","Myrceugenia","alpigena","rufa","VARIETY","SYNONYM",NA,"SOUTH_AMERICA","Rio Grande do Sul",NA,1963,1,17,"1963-01-17",17,17,"2023-03-02T18:28:00.000+00:00","2024-01-25T11:00:13.966+00:00",NA,FALSE,"812d95f8-d9cb-4e9f-af9e-6108ee44e1e5","none","none","689b4219-8256-4c6e-890b-2e81405d4c58",NA,TRUE,NA,"A. Sehnem",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","8137","812d95f8-d9cb-4e9f-af9e-6108ee44e1e5",NA,NA,"Rio Grande do Sul","Botany","1228187208","812d95f8-d9cb-4e9f-af9e-6108ee44e1e5","V0105824F","F",NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae","Botany","Getty Thesaurus of Geographic Names (TGN)","Myrceugenia alpigena var. rufa (O.Berg) Landrum",NA,NA,NA,NA,"South America, Brazil, Rio Grande do Sul. [LL]","seeds-22-sep-2023","F",NA,NA,NA,NA,NA,NA,NA,"The Field Museum of Natural History","ICBN",NA,NA,NA,NA,NA,NA,NA,"TGN - Centroid",NA,NA,NA,NA,"2480007","802c5e8f-11f0-4fbe-a2c4-380d6db6ab1d","F","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/519/793/V0105824F.jpg","http://creativecommons.org/licenses/by/4.0/"
"1928621786","Myrceugenia alpigena var. rufa (O.Berg) Landrum",-28.2981166,-49.9323596,"cdrep,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:36.927+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3185804,6,7707728,220,690,5014,3185514,3185795,3185803,"Myrceugenia alpigena var. fuliginea (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia alpigena","Myrceugenia","alpigena","rufa","VARIETY","SYNONYM",48290,"SOUTH_AMERICA","Santa Catarina",NA,1959,2,12,"1959-02-12",43,43,NA,"2024-07-21T05:13:36.927+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570978",FALSE,"3c553725-6f24-4095-aaa0-79cc0aa90319","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,NA,"R. Reitz","L. R. Landrum","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","8393","3c553725-6f24-4095-aaa0-79cc0aa90319",NA,NA,"Curral Falso, Bom Jardim, Sao Joaquim","NY","1928621786","3c553725-6f24-4095-aaa0-79cc0aa90319","615644","NY",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","CRIA (Centro de Referência em Informação Ambiental)","Myrceugenia alpigena var. rufa (O.Berg) Landrum",NA,NA,1500,NA,NA,"Vascular plants","http://biocol.org/urn:lsid:biocol.org:col:15556","São Joaquim Mun.","Mata",NA,NA,NA,"1980-01-01T00:00:00","sheet","The New York Botanical Garden","ICN","12 Feb 1959","en","PhysicalObject",NA,"4921 ft",0,NA,"Other source",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2106/307/00615644.jpg","http://creativecommons.org/licenses/by/4.0/"
"1928466490","Myrceugenia alpigena var. rufa (O.Berg) Landrum",-26.1963929,-49.2662006,"cdrep,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:35.608+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3185804,6,7707728,220,690,5014,3185514,3185795,3185803,"Myrceugenia alpigena var. fuliginea (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia alpigena","Myrceugenia","alpigena","rufa","VARIETY","SYNONYM",37493,"SOUTH_AMERICA","Santa Catarina",NA,1957,2,1,"1957-02-01",32,32,NA,"2024-07-21T05:13:35.608+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570980",FALSE,"312c7809-d2ab-45d3-9735-844a1dd96622","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,NA,"L. B. Smith","L. R. Landrum","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","10563","312c7809-d2ab-45d3-9735-844a1dd96622",NA,NA,"Lower fazenda of Ernesto Scheide, Campo Alegre","NY","1928466490","312c7809-d2ab-45d3-9735-844a1dd96622","615642","NY",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","CRIA (Centro de Referência em Informação Ambiental)","Myrceugenia alpigena var. rufa (O.Berg) Landrum",NA,NA,900,NA,NA,"Vascular plants","http://biocol.org/urn:lsid:biocol.org:col:15556","Campo Alegre Mun.","Pinheiral",NA,NA,NA,"1980-01-01T00:00:00","sheet","The New York Botanical Garden","ICN","01 Feb 1957","en","PhysicalObject",NA,"ca 2953 ft",0,NA,"Other source",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2106/305/00615642.jpg","http://creativecommons.org/licenses/by/4.0/"
"1228296197","Myrceugenia alpigena var. rufa (O.Berg) Landrum",-30,-54,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:53.545+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185804,6,7707728,220,690,5014,3185514,3185795,3185803,"Myrceugenia alpigena var. fuliginea (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia alpigena","Myrceugenia","alpigena","rufa","VARIETY","SYNONYM",NA,"SOUTH_AMERICA","Rio Grande do Sul",NA,1950,1,19,"1950-01-19",19,19,"2023-03-02T18:28:00.000+00:00","2024-01-25T10:59:53.545+00:00",NA,FALSE,"8d44455f-979d-4131-9263-e661a8cbf1da","none","none","689b4219-8256-4c6e-890b-2e81405d4c58",NA,TRUE,NA,"A. Sehnem",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","4289","8d44455f-979d-4131-9263-e661a8cbf1da",NA,NA,"Rio Grande do Sul","Botany","1228296197","8d44455f-979d-4131-9263-e661a8cbf1da","V0105823F","F",NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae","Botany","Getty Thesaurus of Geographic Names (TGN)","Myrceugenia alpigena var. rufa (O.Berg) Landrum",NA,NA,NA,NA,"South America, Brazil, Rio Grande do Sul. [LL]","seeds-22-sep-2023","F",NA,NA,NA,NA,NA,NA,NA,"The Field Museum of Natural History","ICBN",NA,NA,NA,NA,NA,NA,NA,"TGN - Centroid",NA,NA,NA,NA,"2480006","802c5e8f-11f0-4fbe-a2c4-380d6db6ab1d","F","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/519/792/V0105823F.jpg","http://creativecommons.org/licenses/by/4.0/"
"1928750137","Myrceugenia alpigena var. rufa (O.Berg) Landrum",-29.047894,-50.143208,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:45.178+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3185804,6,7707728,220,690,5014,3185514,3185795,3185803,"Myrceugenia alpigena var. fuliginea (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia alpigena","Myrceugenia","alpigena","rufa","VARIETY","SYNONYM",NA,"SOUTH_AMERICA","Rio Grande do Sul",NA,1948,2,2,"1948-02-02",33,33,NA,"2024-07-21T05:13:45.178+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570983",FALSE,"456c2a6a-2229-49e6-bd7a-b16be7bc4732","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",FALSE,NA,"B. Rambo",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","36796","456c2a6a-2229-49e6-bd7a-b16be7bc4732",NA,NA,"Cambará, Sao Francisco de Paula","NY","1928750137","456c2a6a-2229-49e6-bd7a-b16be7bc4732","615636","NY",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","Google Maps (map data 2016), Manis Georef. Calculator","Myrceugenia alpigena var. rufa (O.Berg) Landrum",NA,NA,NA,NA,NA,"Vascular plants","http://biocol.org/urn:lsid:biocol.org:col:15556","São Francisco de Paula Mun.","In silva",NA,NA,NA,NA,"sheet","The New York Botanical Garden","ICN","02 Feb 1948","en","PhysicalObject",NA,NA,NA,"2016-02-02","Georeferencing Quick Reference Guide, Version 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2106/299/00615636.jpg","http://creativecommons.org/licenses/by/4.0/"
