"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","informationWithheld","occurrenceRemarks","identificationRemarks","identifiedByIDs.type","identifiedByIDs.value","recordedByIDs.type","recordedByIDs.value","networkKeys","elevation","elevationAccuracy","higherGeography","institutionKey","collectionKey","recordNumber","habitat","institutionID","nomenclaturalCode","locality","county","http...unknown.org.license","type","http...unknown.org.rightsHolder","ownerInstitutionCode","http...unknown.org.CatalogNumberNumeric","verbatimElevation","collectionID","otherCatalogNumbers","http...unknown.org.recordID","associatedTaxa","rights","http...unknown.org.recordEnteredBy","higherClassification","reproductiveCondition","georeferenceProtocol","georeferenceRemarks","organismID","locationID","accessRights","georeferenceSources","individualCount","gadm","georeferencedBy","georeferenceVerificationStatus","preparations","georeferencedDate","language","locationRemarks","typeStatus","typifiedName","nomenclaturalStatus","bibliographicCitation","dynamicProperties","fieldNumber","infraspecificEpithet","disposition","eventID","footprintSRS","verbatimIdentification","municipality","media_url"
"2270676667","Eugenia dombeyana DC.",9.0096,-79.6032,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.674+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5419696,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Eugenia","dombeyana","SPECIES","SYNONYM","NE",NA,2000,"NORTH_AMERICA","Panama",1970,5,19,"1970-05-19",139,139,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.674+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=762863","http://creativecommons.org/licenses/by/4.0/",FALSE,"762863","none","none",FALSE,NA,"Thomas B. Croat","Pablo Sanchez, 1986.","WGS84","Magnoliopsida","PA","none","none","LATIN_AMERICA","Panama","NORTH_AMERICA",NA,"762863",NA,NA,NA,"Plants","2270676667","c66da9d4-9353-4dac-96fc-07c75b73e00f","47810","ASU0009962","ASU",NA,NA,NA,"Eugenia dombeyana DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","10280",NA,NA,NA,"Canal Zone. Summit Garden near railroad tracks.",NA,NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191","150765","c66da9d4-9353-4dac-96fc-07c75b73e00f",NA,"http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia",NA,NA,NA,NA,NA,NA,"georef batch tool 2012-07-09",NA,NA,"jssharpe","reviewed - high confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0009/ASU0009962a_lg.jpg"
"1228296084","Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:10.879+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185515,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Myrceugenia","lanceolata","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1957,2,4,"1957-02-04",35,35,"2023-07-20T21:19:00.000+00:00","2024-01-25T11:00:10.879+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"442c2a91-8f6d-460c-821a-3fc9cc171960","none","none",FALSE,"seeds-22-sep-2023","E. M. L. Kausel",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","442c2a91-8f6d-460c-821a-3fc9cc171960",NA,NA,NA,"Botany","1228296084","442c2a91-8f6d-460c-821a-3fc9cc171960",NA,"V0105973F","F",NA,NA,NA,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"4327",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2479539","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/519/944/V0105973F.jpg"
"1228545370","Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:16.338+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185515,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Myrceugenia","lanceolata","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1955,3,5,"1955-03-05",64,64,"2023-07-20T21:19:00.000+00:00","2024-01-25T11:00:16.338+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"cab8288d-765f-47d5-9630-ece08ff204ab","none","none",FALSE,"seeds-22-sep-2023","E. M. L. Kausel",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","cab8288d-765f-47d5-9630-ece08ff204ab",NA,NA,NA,"Botany","1228545370","cab8288d-765f-47d5-9630-ece08ff204ab",NA,"V0105980F","F",NA,NA,NA,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"4182",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2479546","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/519/951/V0105980F.jpg"
"1228571187","Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:01.280+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185515,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Myrceugenia","lanceolata","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1955,10,NA,"1955-10",NA,NA,"2023-07-20T21:19:00.000+00:00","2024-01-25T11:00:01.280+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"dcbc4773-9563-470e-8dce-7db4a833cc3a","none","none",FALSE,"seeds-22-sep-2023","E. M. L. Kausel",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","dcbc4773-9563-470e-8dce-7db4a833cc3a",NA,NA,NA,"Botany","1228571187","dcbc4773-9563-470e-8dce-7db4a833cc3a",NA,"V0105975F","F",NA,NA,NA,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"4258",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2479541","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/519/946/V0105975F.jpg"
"1228623031","Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:03.228+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185515,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Myrceugenia","lanceolata","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1955,NA,NA,"1955",NA,NA,"2023-07-20T21:19:00.000+00:00","2024-01-25T11:00:03.228+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"ed4015d1-f262-4e20-87b4-cf6eae966808","none","none",FALSE,"seeds-22-sep-2023","E. M. L. Kausel",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","ed4015d1-f262-4e20-87b4-cf6eae966808",NA,NA,NA,"Botany","1228623031","ed4015d1-f262-4e20-87b4-cf6eae966808",NA,"V0105957F","F",NA,NA,NA,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"25",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2479560","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/519/928/V0105957F.jpg"
"1228423115","Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:01.645+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185515,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Myrceugenia","lanceolata","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1954,10,31,"1954-10-31",304,304,"2023-07-20T21:19:00.000+00:00","2024-01-25T11:00:01.645+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"ec4f176b-943a-4dd1-8fc5-620b7bc6316b","none","none",FALSE,"seeds-22-sep-2023","E. M. L. Kausel",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","ec4f176b-943a-4dd1-8fc5-620b7bc6316b",NA,NA,NA,"Botany","1228423115","ec4f176b-943a-4dd1-8fc5-620b7bc6316b",NA,"V0105970F","F",NA,NA,NA,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"4055",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2479536","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/519/941/V0105970F.jpg"
"1228402348","Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:52.697+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185515,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Myrceugenia","lanceolata","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1952,3,7,"1952-03-07",67,67,"2023-07-20T21:19:00.000+00:00","2024-01-25T10:59:52.697+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"8b2800de-eceb-499e-8501-220ff61f6697","none","none",FALSE,"seeds-22-sep-2023","O. Boelcke",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","8b2800de-eceb-499e-8501-220ff61f6697",NA,NA,NA,"Botany","1228402348","8b2800de-eceb-499e-8501-220ff61f6697",NA,"V0105979F","F",NA,NA,NA,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"6529",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2479545","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/519/950/V0105979F.jpg"
"1228169118","Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:55.670+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185515,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Myrceugenia","lanceolata","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1952,3,7,"1952-03-07",67,67,"2023-07-20T21:19:00.000+00:00","2024-01-25T10:59:55.670+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"cac5c76e-fb8f-49a1-b342-1cdd168dab45","none","none",FALSE,"seeds-22-sep-2023","O. Boelcke",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","cac5c76e-fb8f-49a1-b342-1cdd168dab45",NA,NA,NA,"Botany","1228169118","cac5c76e-fb8f-49a1-b342-1cdd168dab45",NA,"V0105978F","F",NA,NA,NA,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"6538",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2479544","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/519/949/V0105978F.jpg"
"1228499325","Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:54.190+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185515,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Myrceugenia","lanceolata","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1949,2,7,"1949-02-07",38,38,"2023-07-20T21:19:00.000+00:00","2024-01-25T10:59:54.190+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"bc9ecc4b-56f4-4eb2-8d32-d5b5c5fbe927","none","none",FALSE,"seeds-22-sep-2023","E. M. L. Kausel",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","bc9ecc4b-56f4-4eb2-8d32-d5b5c5fbe927",NA,NA,NA,"Botany","1228499325","bc9ecc4b-56f4-4eb2-8d32-d5b5c5fbe927",NA,"V0105963F","F",NA,NA,NA,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"2729",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2479551","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/519/935/V0105963F.jpg"
"1228402315","Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:05.289+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185515,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Myrceugenia","lanceolata","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1949,2,4,"1949-02-04",35,35,"2023-07-20T21:19:00.000+00:00","2024-01-25T11:00:05.289+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"c01e6e93-8506-4191-b355-211e5215ad8a","none","none",FALSE,"seeds-22-sep-2023","E. M. L. Kausel",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","c01e6e93-8506-4191-b355-211e5215ad8a",NA,NA,NA,"Botany","1228402315","c01e6e93-8506-4191-b355-211e5215ad8a",NA,"V0105962F","F",NA,NA,NA,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"2703",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2479550","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/519/934/V0105962F.jpg"
"1228190167","Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:01.226+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185515,6,7707728,220,690,5014,3185514,3185515,3185515,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia lanceolata","Myrceugenia","lanceolata","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1949,2,7,"1949-02-07",38,38,"2023-07-20T21:19:00.000+00:00","2024-01-25T11:00:01.226+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"e0d9bf8a-c66c-40b7-bb90-e623d7893138","none","none",TRUE,"seeds-22-sep-2023","E. M. L. Kausel",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","e0d9bf8a-c66c-40b7-bb90-e623d7893138",NA,NA,NA,"Botany","1228190167","e0d9bf8a-c66c-40b7-bb90-e623d7893138",NA,"V0105964F","F",NA,NA,NA,"Myrceugenia lanceolata (Juss. ex J.St.-Hil.) Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"2728",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2479553","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/519/936/V0105964F.jpg"
