"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","informationWithheld","occurrenceRemarks","distanceFromCentroidInMeters","gadm","elevation","otherCatalogNumbers","preparations","http...unknown.org.recordID","associatedTaxa","locality","county","taxonRemarks","locationID","rights","ownerInstitutionCode","higherClassification","collectionID","projectId","individualCount","elevationAccuracy","institutionKey","nomenclaturalStatus","recordNumber","nomenclaturalCode","type","bibliographicCitation","institutionID","disposition","previousIdentifications","reproductiveCondition","fieldNumber","networkKeys","lifeStage","higherGeography","collectionKey","habitat","island","islandGroup","associatedSequences","verbatimIdentification","eventRemarks","http...unknown.org.recordEnteredBy","language","georeferenceProtocol","georeferencedDate","verbatimElevation","georeferenceSources","locationRemarks","organismID","accessRights","dynamicProperties","municipality","datasetID","samplingProtocol","acceptedNameUsage","georeferenceRemarks","materialSampleID","parentNameUsageID","acceptedNameUsageID","parentNameUsage","identificationRemarks","fieldNotes","infraspecificEpithet","programmeAcronym","identificationQualifier","media_url","license"
"1929297301","Eugenia monticola (Sw.) DC.",18.343333,-64.773333,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:15:51.297+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","Saint John",1991,1,6,"1991-01-06",6,6,NA,"2024-07-21T05:15:51.297+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=906169",FALSE,"6c24a22f-d984-4716-95c5-6d6d8c2cbd28","none","none",TRUE,"Vascular plants","P. Acevedo-Rodríguez",NA,"WGS84","Magnoliopsida","VI","none","none","LATIN_AMERICA","Virgin Islands (U.S.)","NORTH_AMERICA","The New York Botanical Garden","6c24a22f-d984-4716-95c5-6d6d8c2cbd28",NA,"6 January 1991",NA,"NY","1929297301","6c24a22f-d984-4716-95c5-6d6d8c2cbd28",NA,"843488","NY",NA,NA,NA,"Eugenia monticola (Sw.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dirt road from Susannaberg to North Shore Road.",NA,NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377",NA,"3808","ICN","PhysicalObject",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72","Roadside.",NA,NA,NA,NA,NA,NA,"en",NA,NA,"696 ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/135/780/v-247-00843488.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1451071494","Eugenia monticola (Sw.) DC.",10.711111,-85.347777,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:35.298+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA",NA,1991,3,14,"1991-03-14T00:00",73,73,NA,"2024-08-02T01:15:35.298+00:00",NA,FALSE,"K001001947","none","none",FALSE,NA,"Rivera, G.",NA,"WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","EUROPE",NA,"K001001947",NA,NA,NA,"Herbarium","1451071494","http://specimens.kew.org/herbarium/K001001947",NA,"K001001947","K",NA,NA,NA,"Eugenia monticola (Sw.) DC.",NA,NA,NA,NA,500,NA,NA,NA,NA,"P. Nac. Rincon de la Vieja Colecta a 6 Km de la Administracion.  Carretera a Liberia.",NA,NA,NA,NA,NA,"Myrtaceae",NA,NA,NA,NA,"fa252605-26f6-426c-9892-94d071c2c77f",NA,"1200",NA,NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto de 5 m con frutos inmaduros verdes, maduros morados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/decfe24b72d5e5584d977cf3b3d9f801.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1930123308","Eugenia monticola (Sw.) DC.",18.48,-70.48,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:26.897+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC","1995-01-01T00:00:00",NA,"NORTH_AMERICA","Peravia",1991,4,20,"1991-04-20",110,110,NA,"2024-07-21T05:14:26.897+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1148706",FALSE,"a6a68b90-6f4d-4757-8e9b-4f15a7890cd0","none","none",FALSE,"Vascular plants","T. A. Zanoni","T. A. Zanoni","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","The New York Botanical Garden","a6a68b90-6f4d-4757-8e9b-4f15a7890cd0",NA,"20 Apr 1991",NA,"NY","1930123308","a6a68b90-6f4d-4757-8e9b-4f15a7890cd0",NA,"01404698","NY",NA,NA,NA,"Eugenia monticola (Sw.) DC.",NA,NA,NA,NA,NA,NA,"sheet",NA,NA,"Cordillera Central; en el poblado rural de El Limon.",NA,NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377",NA,"45035","ICN","PhysicalObject",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72","Bosque semi-seco, alterado.",NA,NA,NA,NA,NA,NA,"en",NA,NA,"2100 ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/1941/046/01404698.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1928177252","Eugenia monticola (Sw.) DC.",17.96815,-66.86336,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:15:18.855+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC",NA,1000,"NORTH_AMERICA","Guánica",1991,9,7,"1991-09-07",250,250,NA,"2024-07-21T05:15:18.855+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1013441",FALSE,"1ce4d7ef-060a-4e29-8dab-82f3ff282974","none","none",FALSE,"Vascular plants","F. S. Axelrod",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","1ce4d7ef-060a-4e29-8dab-82f3ff282974",NA,"07 Sep 1991",NA,"NY","1928177252","1ce4d7ef-060a-4e29-8dab-82f3ff282974",NA,"946250","NY",NA,NA,NA,"Eugenia monticola (Sw.) DC.",NA,NA,NA,NA,100,NA,"sheet",NA,NA,"Guánica Forest Reserve, along Murciélago Trail from campamaneto.",NA,NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,50,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377",NA,"2898","ICN","PhysicalObject",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72","In moist canyon. Dry scrub forest.",NA,NA,NA,NA,NA,NA,"en",NA,"2008-06-19","164-492 ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/497/v-247-00946250.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1930842934","Eugenia monticola (Sw.) DC.",17.98177,-65.919875,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:16:23.063+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","Patillas",1991,10,13,"1991-10-13",286,286,NA,"2024-07-21T05:16:23.063+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1013506",FALSE,"d98e14e5-78a3-4f26-878a-b30f37a2cbd4","none","none",FALSE,"Vascular plants","F. S. Axelrod",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","d98e14e5-78a3-4f26-878a-b30f37a2cbd4",NA,"13 Oct 1991",NA,"NY","1930842934","d98e14e5-78a3-4f26-878a-b30f37a2cbd4",NA,"946264","NY",NA,NA,NA,"Eugenia monticola (Sw.) DC.",NA,NA,NA,NA,NA,NA,"sheet",NA,NA,"Bo. Guardarraya, Cerro Mala Pascua, on trail and then up ravines from Rt 3, km 109.6.",NA,NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377",NA,"3098","ICN","PhysicalObject",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72","Dry coastal scrub forest.",NA,NA,NA,NA,NA,NA,"en",NA,"2009-10-09","164-492 ft","Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/511/v-247-00946264.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1321480180","Eugenia monticola (Sw.) DC.",18.62,-71.77,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:41:32.418+00:00",403,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","Independencia",1991,10,16,"1991-10-16",289,289,"2019-01-10T14:56:00.000+00:00","2024-08-02T12:41:32.418+00:00",NA,FALSE,"http://n2t.net/ark:/65665/3bd2afa5b-be81-4ce1-b021-547b39202cfb","none","none",FALSE,"NMNH Extant Biology","S. A. Thompson, J. Rawlins, C. Young & R. Davidson","Strong, M. T., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"http://n2t.net/ark:/65665/3bd2afa5b-be81-4ce1-b021-547b39202cfb",NA,"16 Oct 1991",NA,"US","1321480180","http://n2t.net/ark:/65665/3bd2afa5b-be81-4ce1-b021-547b39202cfb",NA,"US 3634243","US",NA,NA,NA,"Eugenia monticola (Sw.) DC.",NA,NA,NA,NA,905,NA,NA,NA,NA,"Angel Feliz, 3 km S",NA,NA,NA,NA,NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,1,NA,"be5b9c72-e499-42b8-a5dc-c27505cf232e",NA,"9773",NA,NA,NA,"urn:lsid:biocol.org:col:15463",NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","Flowering","West Indies - Neotropics, Dominican Republic, Independencia, Hispaniola","151c91ba-a521-4735-8c11-5abf8db7fb67","Deciduous tropical forest","Hispaniola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3c4eedcda-604f-4273-9eba-9fa1b7936562","http://creativecommons.org/publicdomain/zero/1.0/"
"1930813205","Eugenia monticola (Sw.) DC.",18.077683,-66.26593,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:38.035+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","Coamo",1991,11,10,"1991-11-10",314,314,NA,"2024-07-21T05:14:38.035+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1013453",FALSE,"d771ef37-037c-488f-bab5-4429e2bb831a","none","none",TRUE,"Vascular plants","F. S. Axelrod",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","d771ef37-037c-488f-bab5-4429e2bb831a",NA,"10 Nov 1991",NA,"NY","1930813205","d771ef37-037c-488f-bab5-4429e2bb831a",NA,"946278","NY",NA,NA,NA,"Eugenia monticola (Sw.) DC.",NA,NA,NA,NA,NA,NA,"sheet",NA,NA,"Bo. Cuyón, bulldozed road off Rt 717, km 2.7, NE of road and opposite Las Piedras Chiquitas.",NA,NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377",NA,"3155","ICN","PhysicalObject",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72","Second growth scrub forest and open weedy areas.",NA,NA,NA,NA,NA,NA,"en",NA,"2009-08-21","1312-1969 ft","Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/525/v-247-00946278.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1451071380","Eugenia monticola (Sw.) DC.",10.277778,-84.841667,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:50.180+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA",NA,1991,11,27,"1991-11-27T00:00",331,331,NA,"2024-08-02T01:14:50.180+00:00",NA,FALSE,"K001001942","none","none",TRUE,NA,"Bello, E.",NA,"WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","EUROPE",NA,"K001001942",NA,NA,NA,"Herbarium","1451071380","http://specimens.kew.org/herbarium/K001001942",NA,"K001001942","K",NA,NA,NA,"Eugenia monticola (Sw.) DC.",NA,NA,NA,NA,1000,NA,NA,NA,NA,"Monteverde, Quebrada Guaria. Alrededores de Finca de Cheché Núñez",NA,NA,NA,NA,NA,"Myrtaceae",NA,NA,NA,100,"fa252605-26f6-426c-9892-94d071c2c77f",NA,"4211",NA,NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,NA,NA,"Cerros",NA,NA,NA,NA,"Arbol de 6m x 10 cm DAP, dentro de bosque secundario. Frutos rojos y negro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/09ec512d3f1ce5bd7b7d5347b88eda5c.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"4072507399","Eugenia monticola (Sw.) DC.",10.25,-84.8,"cdc,gass84","b740eaa0-0679-41dc-acb7-990d562dfa37","a344ee9f-f1b7-4761-be2c-58ee6d741395","4c5fccfd-c052-42ec-97ab-a4657ec27751","a344ee9f-f1b7-4761-be2c-58ee6d741395","BE","EML","2024-06-18T08:41:46.137+00:00","2024-06-18T09:35:26.361+00:00",308,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA",NA,1990,1,12,"1990-01-12",12,12,"2022-12-25T00:00:00.000+00:00","2024-06-18T09:35:26.361+00:00",NA,FALSE,"http://www.botanicalcollections.be/specimen/BR0000009038806","none","none",TRUE,"Meise Botanic Garden Herbarium","Bello E.C.",NA,"WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","EUROPE","Meise Botanic Garden","http://www.botanicalcollections.be/specimen/BR0000009038806",NA,"[12/1/1990]",NA,"BR","4072507399","http://www.botanicalcollections.be/specimen/BR0000009038806",NA,"BR0000009038806","MeiseBG",NA,NA,NA,"Eugenia monticola (Sw.) DC.",NA,NA,NA,NA,NA,NA,"HerbariumSheet",NA,NA,"Puntarenas: Cantón de Puntarenas; Guacimal, Altos de Río Veracruz; Finca Brenes",NA,NA,NA,NA,NA,NA,"gbif:ih:irn:124997",NA,NA,NA,"3b896e03-901d-4cc7-ac2b-61e0469521b0",NA,"1798","ICBN","PhysicalObject",NA,"http://biocol.org/urn:lsid:biocol.org:col:15605",NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,NA,"6416a67f-3c3e-495c-8998-568f64249178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Country: Costa Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif-manifest.oxalis.br.fgov.be/specimen/BR0000009038806/manifest","http://creativecommons.org/publicdomain/zero/1.0/"
"1228583111","Eugenia monticola (Sw.) DC.",10.5,-85.25,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:10.383+00:00",313,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC","1990-01-01T00:00:00",NA,"NORTH_AMERICA","Guanacaste",1990,6,2,"1990-06-02",153,153,"2023-08-31T17:20:00.000+00:00","2024-01-25T11:00:10.383+00:00",NA,FALSE,"a302937c-f580-49c4-a43b-0a8689aedc80","none","none",FALSE,"seeds-22-sep-2023","B. Apú","Pablo Sánchez","WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","NORTH_AMERICA","The Field Museum of Natural History","a302937c-f580-49c4-a43b-0a8689aedc80",NA,NA,NA,"Botany","1228583111","a302937c-f580-49c4-a43b-0a8689aedc80",NA,NA,"F",NA,NA,NA,"Eugenia monticola (Sw.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guanacaste",NA,NA,"d00d4891-da5e-49a1-b86f-fb8141b12eab",NA,"F","Plantae Spermatophyta Dicotyledoneae Myrtaceae","Botany",NA,NA,NA,"689b4219-8256-4c6e-890b-2e81405d4c58",NA,"30","ICBN",NA,NA,"F",NA,NA,NA,"30",NA,NA,"North America, Costa Rica, Guanacaste. [LL]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TGN - Centroid",NA,NA,"Getty Thesaurus of Geographic Names (TGN)",NA,"302950","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/187/622/MYRT_euge_mont_cos_2080403.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1451071366","Eugenia monticola (Sw.) DC.",10.955556,-85.491667,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:50.782+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA",NA,1990,8,29,"1990-08-29T00:00",241,241,NA,"2024-08-02T01:14:50.782+00:00",NA,FALSE,"K001001941","none","none",TRUE,NA,"Jimenez, Q.; Sanchez, P.",NA,"WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","EUROPE",NA,"K001001941",NA,NA,NA,"Herbarium","1451071366","http://specimens.kew.org/herbarium/K001001941",NA,"K001001941","K",NA,NA,NA,"Eugenia monticola (Sw.) DC.",NA,NA,NA,NA,600,NA,NA,NA,NA,"Parque Nacional Guanacaste Estacion Maritza.  Bosque aledano al Rio Tempisquito.",NA,NA,NA,NA,NA,"Myrtaceae",NA,NA,NA,NA,"fa252605-26f6-426c-9892-94d071c2c77f",NA,"862",NA,NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,NA,NA,"muy abundante, creciendo en borde de bosque.",NA,NA,NA,NA,"Arbolito de 4 m x 10 cm DAP. Frutos inmaduros Amarillo-anaranjado' maduros negro-azulado, abundantes, con sabor marroso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/3544842b4dc3f00cb4afa03514becc78.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1451071527","Eugenia monticola (Sw.) DC.",85.427778,-10.990556,"cdround,cucdmis,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:35.067+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC",NA,NA,NA,NA,1990,9,18,"1990-09-18T00:00",261,261,NA,"2024-08-02T01:15:35.067+00:00",NA,FALSE,"K001001949","none","none",FALSE,NA,"Chavez, C.",NA,"WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","EUROPE",NA,"K001001949",NA,NA,NA,"Herbarium","1451071527","http://specimens.kew.org/herbarium/K001001949",NA,"K001001949","K",NA,NA,NA,"Eugenia monticola (Sw.) DC.",NA,NA,NA,"none",700,NA,NA,NA,NA,"Parque nacional Guanacaste La Cruz - 9 Km al sur de Santa Cecilia Estacion Pitilla.",NA,NA,NA,NA,NA,"Myrtaceae",NA,NA,NA,NA,"fa252605-26f6-426c-9892-94d071c2c77f",NA,"201",NA,NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto de 4 m. Frutos inmaduros rojos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/32d215caf85578aeb9aa569cad8ad756.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
