"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","recordedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","habitat","institutionID","nomenclaturalCode","locality","collectionCode","gbifID","occurrenceID","catalogNumber","verbatimElevation","higherClassification","name","gadm","modified","institutionCode","individualCount","elevation","stateProvince","higherGeography","datasetName","collectionID","identifiedBy","preparations","fieldNotes","fieldNumber","verbatimLocality","elevationAccuracy","references","verbatimEventDate","language","type","occurrenceRemarks","otherCatalogNumbers","coordinateUncertaintyInMeters","island","http...unknown.org.recordID","georeferenceRemarks","taxonID","rights","identificationRemarks","dateIdentified","datasetID","eventID","verbatimIdentification","ownerInstitutionCode","accessRights","identificationID","recordedByIDs.type","recordedByIDs.value","waterBody","county","islandGroup","dynamicProperties","disposition","distanceFromCentroidInMeters","locationRemarks","typeStatus","municipality","georeferencedBy","associatedTaxa","http...unknown.org.recordEnteredBy","georeferenceSources","lifeStage","georeferenceProtocol","identifiedByIDs.type","identifiedByIDs.value","materialSampleID","media_url"
"2514960799","Decaspermum fruticosum J.R.Forst. & G.Forst.",19.26667,99.51667,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:43.112+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","ASIA",1991,2,14,"1991-02-14",45,45,"2024-07-18T23:54:43.112+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"L.3925710@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,"Maxwell JF; Suttajit S; Pannavalee W; Sangsorn U","WGS84","Magnoliopsida","TH","none","none","ASIA","Thailand","EUROPE","Naturalis Biodiversity Center","Maxwell, JF; Suttajit, S; Pannavalee, W; Sangsorn, U 125","L.3925710@BRAHMS","Shaded understorey of mixed evergreen/deciduous forest; granite bedrock.","Naturalis Biodiversity Center","ICN","Thailand, Prov. Chiang Rai, Mae Chan distr., neear Ban Saen Jai, Bah Sahng Subdistr.","Botany","2514960799","https://data.biodiversitydata.nl/naturalis/specimen/L.3925710","L.3925710","650.0 m","Plantae|Myrtales|Myrtaceae","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.3925710/format/large"
"2515117040","Decaspermum fruticosum J.R.Forst. & G.Forst.",18.25,98.47,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:43.154+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","ASIA",1991,7,20,"1991-07-20",201,201,"2024-07-18T23:54:43.154+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"L.3925807@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,"Maxwell JF","WGS84","Magnoliopsida","TH","none","none","ASIA","Thailand","EUROPE","Naturalis Biodiversity Center","Maxwell, JF 91- 677","L.3925807@BRAHMS","Partly cleared, disturbed area in primary evergreen hardwood forest; granite bedrock.","Naturalis Biodiversity Center","ICN","Thailand, Province: Chiang Mai, District: Jawn Tong, Mae Soi Ridge, Mae Soi Subdistrict, at Ban bah Gluay (Meo village).","Botany","2515117040","https://data.biodiversitydata.nl/naturalis/specimen/L.3925807","L.3925807","1375.0 m","Plantae|Myrtales|Myrtaceae","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.3925807/format/large"
"2235824371","Decaspermum fruticosum J.R.Forst. & G.Forst.",-16.77,-151.45,"cdc,conti,gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:38:56.400+00:00",403,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","OCEANIA",1990,6,10,"1990-06-10",161,161,"2024-08-02T12:38:56.400+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"http://n2t.net/ark:/65665/332eae23b-5e47-4abf-a6ad-13f15c967506","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",TRUE,"-. Florence","WGS84","Magnoliopsida","PF","none","none","OCEANIA","French Polynesia","NORTH_AMERICA",NA,"10446","http://n2t.net/ark:/65665/332eae23b-5e47-4abf-a6ad-13f15c967506",NA,"urn:lsid:biocol.org:col:15463",NA,"Polynésie Française. Société. Raiatea. Tevaitoa. Vallée de la baie Faafau. Piste Ouest du Temehani Rahi.","US","2235824371","http://n2t.net/ark:/65665/332eae23b-5e47-4abf-a6ad-13f15c967506","US 3309500",NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,"2022-11-02T20:29:00.000+00:00","US",1,330,NA,"Pacific Islands, French Polynesia","NMNH Extant Biology","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3dcba84ed-5517-4018-be4e-9bbd830702e0"
"2236041537","Decaspermum fruticosum J.R.Forst. & G.Forst.",-16.62,-151.5,"cdc,conti,gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:39:52.866+00:00",403,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","OCEANIA",1990,6,18,"1990-06-18",169,169,"2024-08-02T12:39:52.866+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"http://n2t.net/ark:/65665/3ab44d18d-2c89-49ad-8e58-ce97a89e4e37","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",TRUE,"-. Florence","WGS84","Magnoliopsida","PF","none","none","OCEANIA","French Polynesia","NORTH_AMERICA",NA,"10621","http://n2t.net/ark:/65665/3ab44d18d-2c89-49ad-8e58-ce97a89e4e37",NA,"urn:lsid:biocol.org:col:15463",NA,"Polynésie Française. Société. Tahaa. Patio. Mont Purauti. Crête Sud-Est.","US","2236041537","http://n2t.net/ark:/65665/3ab44d18d-2c89-49ad-8e58-ce97a89e4e37","US 3309507",NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,"2022-11-02T20:29:00.000+00:00","US",1,215,NA,"Pacific Islands, French Polynesia","NMNH Extant Biology","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3ffe27b02-0447-4a65-b508-031b52d1a6c8"
"2516710134","Decaspermum fruticosum J.R.Forst. & G.Forst.",-16.76667,-151.45,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:45.847+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","OCEANIA",1990,6,10,"1990-06-10",161,161,"2024-07-18T23:54:45.847+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"L.3931598@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",TRUE,"Florence J","WGS84","Magnoliopsida","PF","none","none","OCEANIA","French Polynesia","EUROPE","Naturalis Biodiversity Center","Florence, J 10446","L.3931598@BRAHMS",NA,"Naturalis Biodiversity Center","ICN","TEVAITOA. Vall* de la baie Faafau. Piste Quest du Temehani Rahi.","Botany","2516710134","https://data.biodiversitydata.nl/naturalis/specimen/L.3931598","L.3931598","0.0 m","Plantae|Myrtales|Myrtaceae","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.3931598/format/large"
"2514956909","Decaspermum fruticosum J.R.Forst. & G.Forst.",-16.61667,-151.5,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:56:17.217+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","OCEANIA",1990,6,18,"1990-06-18",169,169,"2024-07-18T23:56:17.217+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"L.3931599@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",TRUE,"Florence J","WGS84","Magnoliopsida","PF","none","none","OCEANIA","French Polynesia","EUROPE","Naturalis Biodiversity Center","Florence, J 10621","L.3931599@BRAHMS",NA,"Naturalis Biodiversity Center","ICN","PATIO Mont Purauti. Crête Sud-Est. Forêt á Metrosideros Assez commune, en station ouverte, sous Metrsideros.","Botany","2514956909","https://data.biodiversitydata.nl/naturalis/specimen/L.3931599","L.3931599","0.0 m","Plantae|Myrtales|Myrtaceae","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.3931599/format/large"
"2516450528","Decaspermum fruticosum J.R.Forst. & G.Forst.",18.9,98.95,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:19.250+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","ASIA",1989,4,29,"1989-04-29",119,119,"2024-07-18T23:54:19.250+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"L.2504464@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,"Wongsthai B","WGS84","Magnoliopsida","TH","none","none","ASIA","Thailand","EUROPE","Naturalis Biodiversity Center","Wongsthai, B 50","L.2504464@BRAHMS","Open area.","Naturalis Biodiversity Center","ICN","Thailand, Province: Chiang Mai, District: Mae Rim, roadside area, near Mae Rim town.","Botany","2516450528","https://data.biodiversitydata.nl/naturalis/specimen/L.2504464","L.2504464","400.0 m","Plantae|Myrtales|Myrtaceae","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.2504464/format/large"
"2517106588","Decaspermum fruticosum J.R.Forst. & G.Forst.",18.58333,98.48333,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:56:12.813+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","ASIA",1988,8,3,"1988-08-03",216,216,"2024-07-18T23:56:12.813+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"L.3917498@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,"Phengklai C; et al.","WGS84","Magnoliopsida","TH","none","none","ASIA","Thailand","EUROPE","Naturalis Biodiversity Center","Phengklai, C; et al. 7468","L.3917498@BRAHMS","Common in oak-pine forest.","Naturalis Biodiversity Center","ICN","Thailand, Chiang Mai: Inthanon National Park.","Botany","2517106588","https://data.biodiversitydata.nl/naturalis/specimen/L.3917498","L.3917498","1000.0 m","Plantae|Myrtales|Myrtaceae","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.3917498/format/large"
"2514344685","Decaspermum fruticosum J.R.Forst. & G.Forst.",5.98333,117.38333,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:19.533+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","ASIA",1987,1,16,"1987-01-16",16,16,"2024-07-18T23:54:19.533+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"L.2505089@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,"Sigun AA; Mansus Sungi; et al.","WGS84","Magnoliopsida","MY","none","none","ASIA","Malaysia","EUROPE","Naturalis Biodiversity Center","Sigun, AA; Mansus Sungi; et al. SAN 115658","L.2505089@BRAHMS","Undulating land.","Naturalis Biodiversity Center","ICN","HS.Ulu Tungud, Labuk Sugut.","Botany","2514344685","https://data.biodiversitydata.nl/naturalis/specimen/L.2505089","L.2505089",NA,"Plantae|Myrtales|Myrtaceae","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,NA,NA,NA,NA,"Borneo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L  0527483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.2505089/format/large"
"4520924981","Decaspermum fruticosum J.R.Forst. & G.Forst.",-17.5,-149.78,"","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140",NA,"8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:24.051+00:00",29,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","OCEANIA",1987,5,14,"1987-05-14",134,134,"2024-07-30T01:23:24.051+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"tepapa:collection/object/1381186","none","none","2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550",FALSE,"Dr Jacques Florence","WGS84","Magnoliopsida","PF",NA,"none","OCEANIA","French Polynesia","OCEANIA","Museum of New Zealand Te Papa Tongarewa","8297","tepapa:collection/object/1381186","Rare en formation de crete mesophile a Glochidion-Metrosideros. [Rare in formation of a ridge mesophilic Glochidion-Metrosideros.]","https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","ICBN","Moorea Ile, Paopao, Maharepa, Crete N du Mt Fairurani. [Moorea Island, Paopao, Maharepa, Ridge North of Mount Fairurani.]","WELT","4520924981","tepapa:collection/object/1381186","SP101862",NA,"Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Decaspermum | fruticosum","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,"2023-04-28T00:35:08.000+00:00","NMNZ",NA,710,NA,NA,"WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,NA,"[Map co-ordinates are derived, and only approximate.]",NA,NA,NA,"https://collections.tepapa.govt.nz/object/1381186","14 May 1987","en","PhysicalObject",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tepapa:collection/dataset/plants","tepapa:collection/fieldcollection/263594","Decaspermum fruticosum J.R.Forst. & G.Forst.","NMNZ","https://data.tepapa.govt.nz/docs/","tepapa:collection/identification/1381186/73701","WIKIDATA","https://www.wikidata.org/wiki/Q13409781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://media.tepapa.govt.nz/collection/706037/preview"
"2514444625","Decaspermum fruticosum J.R.Forst. & G.Forst.",6.26667,102.05,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:19.215+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","ASIA",1987,9,9,"1987-09-09",252,252,"2024-07-18T23:54:19.215+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"L.2504467@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,"Niyomdham C; Sriboonma D","WGS84","Magnoliopsida","TH","none","none","ASIA","Thailand","EUROPE","Naturalis Biodiversity Center","Niyomdham, C; Sriboonma, D 1581","L.2504467@BRAHMS",NA,"Naturalis Biodiversity Center","ICN","Thailand, Kok Mai Ruea, Tak Bai, Narathiwat","Botany","2514444625","https://data.biodiversitydata.nl/naturalis/specimen/L.2504467","L.2504467","0.0 m","Plantae|Myrtales|Myrtaceae","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,NA,NA,NA,NA,"Peninsular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.2504467/format/large"
"2514408669","Decaspermum fruticosum J.R.Forst. & G.Forst.",18.83333,98.83333,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:19.215+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","ASIA",1987,10,3,"1987-10-03",276,276,"2024-07-18T23:54:19.215+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"L.2504469@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,"Maxwell JF","WGS84","Magnoliopsida","TH","none","none","ASIA","Thailand","EUROPE","Naturalis Biodiversity Center","Maxwell, JF 87- 1120","L.2504469@BRAHMS","Shaded disturbed place, margins of the deciduous forest near a resident area, granite bedrock.","Naturalis Biodiversity Center","ICN","Thailand, Province Chiang Mai, District Muang, Doi Sutep, Puping Palace area.","Botany","2514408669","https://data.biodiversitydata.nl/naturalis/specimen/L.2504469","L.2504469","1350.0 m","Plantae|Myrtales|Myrtaceae","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.2504469/format/large"
