"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","elevationAccuracy","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","recordedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","verbatimEventDate","municipality","locality","collectionCode","gbifID","occurrenceID","catalogNumber","institutionCode","fieldNotes","occurrenceRemarks","bibliographicCitation","name","identifiedBy","dateIdentified","modified","datasetName","otherCatalogNumbers","institutionID","gadm","georeferenceProtocol","eventRemarks","higherClassification","georeferencedBy","georeferencedDate","georeferenceVerificationStatus","georeferenceRemarks","references","preparations","nomenclaturalCode","county","language","type","verbatimElevation","collectionID","higherGeography","habitat","coordinateUncertaintyInMeters","georeferenceSources","http...unknown.org.recordID","taxonID","rights","http...unknown.org.recordEnteredBy","reproductiveCondition","dynamicProperties","fieldNumber","verbatimLocality","recordedByIDs.type","recordedByIDs.value","locationRemarks","identificationRemarks","typeStatus","typifiedName","media_url","license"
"1252639360","Eugenia pistaciifolia DC.",-13.257778,-41.73,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:34.487+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",776,NA,"SOUTH_AMERICA",NA,1996,10,31,"1996-10-31T00:00",305,305,"2024-08-02T01:15:34.487+00:00",FALSE,"K001018463","none","none","fa252605-26f6-426c-9892-94d071c2c77f",NA,TRUE,"Queiroz, L.P.; Silva, M.M.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"3839","K001018463",NA,"Abaíra",NA,"Herbarium","1252639360","http://specimens.kew.org/herbarium/K001018463","K001018463","K",NA,"Projeto Chapada Diamantina. Convênio UFBA - Royal Botanic Gardens Kew. Herbário Alexandre Leal Costa (ALCB). Instituições colaboradoras CEPLAC, IBGE, UEFS, USP. Programa Plantas do Nordeste - Biodiversidade. Projeto Financiado pela Rufford Foundation",NA,"Eugenia pistaciifolia DC.","Sobral, M.",NA,NA,NA,NA,NA,NA,"Label","Data not transcribed.","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abaíra","Data not transcribed.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/7f5d3c9be999adba5a781a47f442bb15.jpg","http://creativecommons.org/licenses/by/4.0/"
"1252639425","Eugenia pistaciifolia DC.",-13.071944,-41.923333,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:35.505+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",1370,NA,"SOUTH_AMERICA",NA,1994,2,24,"1994-02-24T00:00",55,55,"2024-08-02T01:15:35.505+00:00",FALSE,"K001018464","none","none","fa252605-26f6-426c-9892-94d071c2c77f",NA,TRUE,"Sano, P.T.; Atkins, S.; Sakuragui, C.M.; Harley, R.M.; Souza, V.C.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"14497","K001018464",NA,"Piatã","Estrada Piatã-Inúbia, a ca. 25km NW de Piatã.","Herbarium","1252639425","http://specimens.kew.org/herbarium/K001018464","K001018464","K",NA,"Flora dos Campos Rupestres do Brasil. Colaboração entre Depto Botânica IBUSP e R.B.G. Kew. Please make sure holoytypes are deposited in Brazil",NA,"Eugenia pistaciifolia DC.","Faria, J.E.Q.",NA,NA,NA,NA,NA,NA,"Label","Data not transcribed.","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Piatã","Data not transcribed.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/010c74543d7bd28104d0cc4a83718886.jpg","http://creativecommons.org/licenses/by/4.0/"
"4900579808","Eugenia pistaciifolia DC.",-14.138611,-42.459167,"cdc,cdround,elmms,gass84,rdativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:56.138+00:00",203,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",425,425,"SOUTH_AMERICA","Bahia",1994,3,10,"1994-03-10",69,69,"2024-07-01T12:17:56.138+00:00",FALSE,"6268353","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Souza, VC;Roque, N,Harley, RM,Sano, PT,Sakuragui, CM","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","5435","6268353","10/03/1994","Caetité","18 km da cidade. Localidade Santa Luzia. Área de Caatinga.","ALCB","4900579808","6268353","ALCB00058043","ALCB","ca. 1 m alt. Frutos alaranjados passando a vermelhos.","ca. 1 m alt. Frutos alaranjados passando a vermelhos.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6268353","Eugenia pistaciifolia DC.","Sobral, M","2004-01-01T00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/5/80/43/alcb00058043.dzi","http://creativecommons.org/licenses/by/4.0/"
"2270684338","Eugenia pistaciifolia DC.",-13.05,-41.8333,"cdc,gass84,txmatfuz,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:07.031+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",1240,NA,"SOUTH_AMERICA","Bahia",1992,3,9,"1992-03-09",69,69,"2024-08-01T20:02:07.031+00:00",FALSE,"771590","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,"B. Stannard; W. Ganev, R.F. Queiroz","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"H-51813","771590",NA,NA,"Gerais de Piata, na estrada para Inubia.","Plants","2270684338","7928198d-0d26-4f11-93a2-59cda38dbf3a","ASU0055466","ASU",NA,"Arbusto 40 cm alt., em touceiras. Frutos verdes a avermelhados. Gerais.",NA,"Eugenia pistaciifolia DC.","E. Nic Lughadha",NA,"2023-07-16T07:02:03.000+00:00",NA,"260285",NA,NA,NA,NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales",NA,NA,NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=771590",NA,NA,"Piata",NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,"7928198d-0d26-4f11-93a2-59cda38dbf3a",NA,"http://creativecommons.org/licenses/by-nc/3.0/","xmirny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0055/ASU0055466_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"912079260","Eugenia pistaciifolia DC.",-13.05,-41.833333,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:23.207+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",1350,NA,"SOUTH_AMERICA",NA,1992,3,9,"1992-03-09T00:00",69,69,"2024-08-02T01:14:23.207+00:00",FALSE,"K000001578","none","none","fa252605-26f6-426c-9892-94d071c2c77f",NA,TRUE,"Stannard, B.; Ganev, W.; Queiroz, R.F.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"H51813","K000001578",NA,"Piatã","Gerais de Piatã, na estrada para Inúbia","Herbarium","912079260","http://specimens.kew.org/herbarium/K000001578","K000001578","K",NA,NA,NA,"Eugenia pistaciifolia DC.","E.Nic Lughadha",NA,NA,NA,NA,NA,NA,"Label",NA,"Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Piatã","Gerais.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/c7d7682fbcb5b9920ffdf56243452942.jpg","http://creativecommons.org/licenses/by/4.0/"
"1424154345","Eugenia pistaciifolia DC.",-13.05,-41.84222,"cdc,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:35.922+00:00",520,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",1240,NA,"SOUTH_AMERICA","Bahia",1992,3,9,"1992-03-09",69,69,"2024-08-01T12:21:35.922+00:00",FALSE,"urn:catalog:JBRJ:RB:421387","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"B. Stannard; W. Ganev & R. F. Queizos","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","51813","urn:catalog:JBRJ:RB:421387",NA,"Piatã","Gerais de Piatã, na estrada para Inúbia.","RB","1424154345","urn:catalog:JBRJ:RB:421387","RB00421387","JBRJ","Gerais.","Frutos verdes a avermelhados.",NA,"Eugenia pistaciifolia DC.","E. Nic Lughadha",NA,"2021-03-17T23:25:43.000+00:00","RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 431918","04.936.616/0001-20",NA,NA,NA,NA,NA,NA,"inferred coordinates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/42/13/87/00421387.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270676298","Eugenia pistaciifolia DC.",-12.529912,-41.575082,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.016+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Bahia",1992,4,9,"1992-04-09",100,100,"2024-08-01T20:02:06.016+00:00",FALSE,"763604","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,"G. Hatschbach; M. Hatschbach, E. Barbosa","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"56898","763604",NA,NA,"Barriguda, 2-3km oeste na rodovia para Palmeiras.","Plants","2270676298","26565239-8fd7-4fc7-abdb-a94d25860830","ASU0034624","ASU",NA,"Arbusto 1m, fruto amarelo.",NA,"Eugenia pistaciifolia DC.","M. Sobral.",NA,"2023-07-16T07:02:03.000+00:00",NA,"191678",NA,NA,NA,NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","alorozco",NA,"reviewed - high confidence",NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=763604",NA,NA,"Mucuge",NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"Campo rupestre.",2200,"GoogleEarth","26565239-8fd7-4fc7-abdb-a94d25860830","167961","http://creativecommons.org/licenses/by-nc/3.0/","marisin","fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0034/ASU0034624_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"912079297","Eugenia pistaciifolia DC.",-13.3,-41.833333,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:23.253+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA",NA,1992,9,13,"1992-09-13T00:00",257,257,"2024-08-02T01:14:23.253+00:00",FALSE,"K000001576","none","none","fa252605-26f6-426c-9892-94d071c2c77f",NA,FALSE,"Ganev, W.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"1420","K000001576",NA,"Abaíra","Estrada Catoles-Abaira, ca. 4 Km de Catoles, entrada velha do engenho.","Herbarium","912079297","http://specimens.kew.org/herbarium/K000001576","K000001576","K",NA,NA,NA,"Eugenia pistaciifolia DC.","E.Nic Lughadha",NA,NA,NA,NA,NA,NA,"Label",NA,"Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abaíra","Carrasco com solo arenoso e rochas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/a0980358a382b887757ac0b977763f63.jpg","http://creativecommons.org/licenses/by/4.0/"
"912079224","Eugenia pistaciifolia DC.",-13.316667,-41.816667,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:20.154+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA",NA,1992,10,29,"1992-10-29T00:00",303,303,"2024-08-02T01:14:20.154+00:00",FALSE,"K000001577","none","none","fa252605-26f6-426c-9892-94d071c2c77f",NA,TRUE,"Ganev, W.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"1400","K000001577",NA,"Abaíra","Estrada Catoles-Abaira, proximo a casa de Joao de Ze Candido.","Herbarium","912079224","http://specimens.kew.org/herbarium/K000001577","K000001577","K",NA,NA,NA,"Eugenia pistaciifolia DC.","E.Nic Lughadha",NA,NA,NA,NA,NA,NA,"Label",NA,"Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abaíra","Carrasco com solo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/8463db55c0d75fa630783af4cf378091.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270467005","Eugenia pistaciifolia DC.",-11.0833,-42.7333,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:08.801+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",525,25,"SOUTH_AMERICA","Bahia",1992,11,27,"1992-11-27",332,332,"2024-08-01T20:02:08.801+00:00",FALSE,"1110993","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,"M. M. Arbo; R. Mello-Silva, Joao Vicente.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"5338","1110993",NA,NA,"Mun. Gentio do Ouro. Alrededores de Santo Inacio y hasta 9 km al N, camino a Xique-Xique, Serra do Acurua.","Plants","2270467005","6f822ff5-49e9-4b16-a4aa-01520f9d1ea3","ASU0035470","ASU",NA,"Arbolito 2-3 m, frutos inmaduros verdes, rojos a la madurez.",NA,"Eugenia pistaciifolia DC.","F. Mazine (specieslink at MOBOT)",NA,"2023-07-16T07:02:03.000+00:00",NA,"188342",NA,NA,NA,NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia",NA,NA,NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1110993",NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"Vegetacion rupicola, elementos de cerrado y caatinga. Suelo pedregoso.",NA,NA,"6f822ff5-49e9-4b16-a4aa-01520f9d1ea3","167961","http://creativecommons.org/licenses/by-nc/3.0/","marisin","fruit","Arbolito 2-3m, frutos inmaduros verdes, rojos a la madurez.",NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0035/ASU0035470_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270682635","Eugenia pistaciifolia DC.",-13.0833,-41.8167,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:07.029+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",1350,NA,"SOUTH_AMERICA","Bahia",1992,12,22,"1992-12-22",357,357,"2024-08-01T20:02:07.029+00:00",FALSE,"771518","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,"Wilson Ganev","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"1719","771518",NA,NA,"Mun. Piata.  Piata-Enubia road, near the junction of roads.","Plants","2270682635","0041cb6a-bb4c-40fa-94e9-5879097368bb","ASU0034622","ASU",NA,"Subshrub 80cm tall, leafy; leaves green; fruits green-yellowish, ripening to red",NA,"Eugenia pistaciifolia DC.","E. Nic Lughadha",NA,"2023-07-16T07:02:03.000+00:00",NA,"260240",NA,NA,NA,NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia",NA,NA,NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=771518",NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"Rocky field with sandy soil",NA,NA,"0041cb6a-bb4c-40fa-94e9-5879097368bb","167961","http://creativecommons.org/licenses/by-nc/3.0/","Theresa","fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0034/ASU0034622_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"4900579811","Eugenia pistaciifolia DC.",-11.5,-41.166667,"cdc,cdround,gass84,iddativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:56.138+00:00",203,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Bahia",1984,11,16,"1984-11-16",321,321,"2024-07-01T12:17:56.138+00:00",FALSE,"6268352","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Noblick, LR","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","3507","6268352","16/11/1984","Morro do Chapéu","Piemonte da Diamantina, 1-2km sul da cidade, na estrada para Utinga","ALCB","4900579811","6268352","ALCB00058042","ALCB","Arbusto de 1m de altura, bastante ramificado.Flores aromaticas de corolas alvas, atraindo abelhas.; Vegetacao baixa arbustiva.Solo arenoso.","Arbusto de 1m de altura, bastante ramificado.Flores aromaticas de corolas alvas, atraindo abelhas.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6268352","Eugenia pistaciifolia DC.","Sobral, M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/5/80/42/alcb00058042.dzi","http://creativecommons.org/licenses/by/4.0/"
