"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","elevationAccuracy","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","recordedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","verbatimEventDate","municipality","locality","collectionCode","gbifID","occurrenceID","catalogNumber","institutionCode","fieldNotes","occurrenceRemarks","bibliographicCitation","name","identifiedBy","dateIdentified","modified","datasetName","otherCatalogNumbers","institutionID","gadm","georeferenceProtocol","eventRemarks","higherClassification","georeferencedBy","georeferencedDate","georeferenceVerificationStatus","georeferenceRemarks","references","preparations","nomenclaturalCode","county","language","type","verbatimElevation","collectionID","higherGeography","habitat","coordinateUncertaintyInMeters","georeferenceSources","http...unknown.org.recordID","taxonID","rights","http...unknown.org.recordEnteredBy","reproductiveCondition","dynamicProperties","fieldNumber","verbatimLocality","recordedByIDs.type","recordedByIDs.value","locationRemarks","identificationRemarks","typeStatus","typifiedName","media_url","license"
"4900579806","Eugenia pistaciifolia DC.",-13.08,-41.894167,"cdc,cdround,elmms,gass84,iddativ,rdativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:56.141+00:00",203,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",695.5,695.5,"SOUTH_AMERICA","Bahia",2009,5,2,"2009-05-02",122,122,"2024-07-01T12:17:56.141+00:00",FALSE,"6268350","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Guedes, ML;Alunos de Botânica III,Gomes, FS","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","15181","6268350","02/05/2009","Piatã","Chapada Diamantina, Caminho para os três Morros.Ponto 04","ALCB","4900579806","6268350","ALCB00058040","ALCB","de ca 1,30 m de altura. Folhas discolores. Frutos imaturos verdes.","de ca 1,30 m de altura. Folhas discolores. Frutos imaturos verdes.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6268350","Eugenia pistaciifolia DC.","Sobral, M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/5/80/40/alcb00058040.dzi","http://creativecommons.org/licenses/by/4.0/"
"4900579823","Eugenia pistaciifolia DC.",-13.264167,-41.443611,"cdc,cdround,elmms,gass84,iddativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:56.138+00:00",203,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",549.5,549.5,"SOUTH_AMERICA","Bahia",2009,10,10,"2009-10-10",283,283,"2024-07-01T12:17:56.138+00:00",FALSE,"6268343","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Guedes, ML;Alunos de Botânica III,Gomes, FS","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","16621","6268343","10/10/2009","Abaíra","Chapada Diamantina, Estrada de Abaíra para Barra da Estiva","ALCB","4900579823","6268343","ALCB00058035","ALCB","de ca 2 m de altura. Folhas cartáceas, discolores. Frutos imaturos verdes.","de ca 2 m de altura. Folhas cartáceas, discolores. Frutos imaturos verdes.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6268343","Eugenia pistaciifolia DC.","Faria Júnior, JEQ de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/5/80/35/alcb00058035.dzi","http://creativecommons.org/licenses/by/4.0/"
"4900579803","Eugenia pistaciifolia DC.",-11.8075,-42.234722,"cdc,cdround,elmms,gass84,iddativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:56.136+00:00",203,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",369,369,"SOUTH_AMERICA","Bahia",2009,10,25,"2009-10-25",298,298,"2024-07-01T12:17:56.136+00:00",FALSE,"6268351","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Guedes, ML;Melo, E,Silva, BM da,Gomes, FS","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","16125","6268351","25/10/2009","Barra do Mendes","Irecê, Barra do Mendes divisa com Ipupiara., Morrão","ALCB","4900579803","6268351","ALCB00058041","ALCB","de ca 1,60 m de altura. Folhas cartáceas. Flores alvas.","de ca 1,60 m de altura. Folhas cartáceas. Flores alvas.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6268351","Eugenia pistaciifolia DC.","Sobral, M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/5/80/41/alcb00058041.dzi","http://creativecommons.org/licenses/by/4.0/"
"4900579840","Eugenia pistaciifolia DC.",-12.150833,-42.0175,"cdc,cdround,elmms,gass84,iddativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:56.140+00:00",203,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",519,519,"SOUTH_AMERICA","Bahia",2009,12,16,"2009-12-16",350,350,"2024-07-01T12:17:56.140+00:00",FALSE,"6268348","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Melo, E;França, F,Silva, BM","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","7645","6268348","16/12/2009","Barra do Mendes","Irecê, Estrada para Canarina","ALCB","4900579840","6268348","ALCB00058039","ALCB","2 m alt. Folhas cartáceas, discolores. Frutos amarelo-avermelhados.","2 m alt. Folhas cartáceas, discolores. Frutos amarelo-avermelhados.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6268348","Eugenia pistaciifolia DC.","Sobral, M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/5/80/39/alcb00058039.dzi","http://creativecommons.org/licenses/by/4.0/"
"4900579832","Eugenia pistaciifolia DC.",-14.013889,-42.516667,"cdc,cdround,gass84,iddativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:56.139+00:00",203,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Bahia",2008,5,24,"2008-05-24",145,145,"2024-07-01T12:17:56.139+00:00",FALSE,"6268340","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Guedes, ML;Gomes, FS","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","14487","6268340","24/05/2008","Caetité","Serra Geral, Bloco I, Parcela 01, ind. nº 23","ALCB","4900579832","6268340","ALCB00058032","ALCB","de ca 2 m de altura, CAP 10 cm. Folhas cartáceas, discolores.","de ca 2 m de altura, CAP 10 cm. Folhas cartáceas, discolores.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6268340","Eugenia pistaciifolia DC.","Faria Júnior, JEQ de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/5/80/32/alcb00058032.dzi","http://creativecommons.org/licenses/by/4.0/"
"4900528836","Eugenia pistaciifolia DC.",0,0,"cucdmis,gass84,iddativ,zerocd,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:18:01.428+00:00",203,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",NA,NA,NA,"Bahia",2007,12,21,"2007-12-21",355,355,"2024-07-01T12:18:01.428+00:00",FALSE,"6276981","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Lambert, SM;Ibrahim, M,Ribeiro, PL,Conceiçao, SF","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","43","6276981","21/12/2007","Piatã","Estrada Piatã - Inúbia (Ca. 16-18 km de Piatã) 0"" 0","ALCB","4900528836","6276981","ALCB00076914","ALCB","Arbusto ca. 1 m. Folhas verdes, discolores, lustrosas.","Arbusto ca. 1 m. Folhas verdes, discolores, lustrosas.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6276981","Eugenia pistaciifolia DC.","Sobral, M",NA,NA,NA,NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/7/69/14/alcb00076914.dzi","http://creativecommons.org/licenses/by/4.0/"
"4900579838","Eugenia pistaciifolia DC.",0,0,"cucdmis,gass84,iddativ,zerocd,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:56.141+00:00",203,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",NA,NA,NA,"Bahia",2006,2,15,"2006-02-15",46,46,"2024-07-01T12:17:56.141+00:00",FALSE,"6268341","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Guaré, F;Sandra","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","s/n","6268341","15/02/2006",NA,"Chapada Diamantina, Caminho para Guiné","ALCB","4900579838","6268341","ALCB00058033","ALCB","Folhas coriáceas, discolores. Frutos imaturos.","Folhas coriáceas, discolores. Frutos imaturos.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6268341","Eugenia pistaciifolia DC.","Faria Júnior, JEQ de",NA,NA,NA,NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/5/80/33/alcb00058033.dzi","http://creativecommons.org/licenses/by/4.0/"
"4900498498","Eugenia pistaciifolia DC.",-13.160556,-41.423611,"cdc,cdround,gass84,iddativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:32.931+00:00",203,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Bahia",2004,12,12,"2004-12-12",347,347,"2024-07-01T12:17:32.931+00:00",FALSE,"6268434","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Stradmann, MTS;Castilho, P","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","1055","6268434","12/12/2004","Mucugê","Chapada Diamantina, Fazenda Caraíbas","ALCB","4900498498","6268434","ALCB00058121","ALCB","arbustiva-arbórea",NA,"Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6268434","Eugenia pistaciifolia DC.","Faria Júnior, JEQ de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/5/81/21/alcb00058121.dzi","http://creativecommons.org/licenses/by/4.0/"
"1424069486","Eugenia pistaciifolia DC.",-13.034444,-41.903889,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:33.968+00:00",520,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",1477,NA,"SOUTH_AMERICA","Bahia",2004,12,28,"2004-12-28",363,363,"2024-08-01T12:21:33.968+00:00",FALSE,"urn:catalog:JBRJ:RB:308279","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"R. Mello Silva; R.C. Forzza","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","2793","urn:catalog:JBRJ:RB:308279",NA,"Piatã","Morro dos Três Morros, Serra do Gentio, São Bartolomeu (""Bertolameu""), base NNW do Morro do Navio. 9,3 Km n de Piatã na estrada Piatã-Bonimal (BA -148) e 7,1 Km W na estrada vicinal para Inúbia, 6,8 Km NNW desta última estrada.","RB","1424069486","urn:catalog:JBRJ:RB:308279","RB00308279","JBRJ","Afloramentos rochosos planos com Nanuza plicata, Vellozia tubiflora e areais brancos.","Arbusto 1,7 metros de altura. Copa densa. Folhas concolores, brilhantes na face adaxial. Frutos imaturos verdes passando a amarelos-alaranjados.",NA,"Eugenia pistaciifolia DC.","M. Sobral",NA,"2022-07-13T23:13:17.000+00:00","RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 415335","04.936.616/0001-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/30/82/79/00308279.jpg","http://creativecommons.org/licenses/by/4.0/"
"1020042498","Eugenia pistaciifolia DC.",-9.528333,-41.352778,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:47.156+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",459,NA,"SOUTH_AMERICA",NA,2003,11,29,"2003-11-29T00:00",333,333,"2024-08-02T01:14:47.156+00:00",FALSE,"K000752680","none","none","fa252605-26f6-426c-9892-94d071c2c77f",NA,TRUE,"de Queiroz, L.P.; Gross, E.; Souza, E.R.; Leite, K.R.B.; Reis, P.S.; et al.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"8049","K000752680",NA,NA,"Casa Nova: Fazenda Santarem","Herbarium","1020042498","http://specimens.kew.org/herbarium/K000752680","K000752680","K",NA,"DNA",NA,"Eugenia pistaciifolia DC.","Lucas, E.J.",NA,"2014-07-24T12:18:43.013+00:00",NA,NA,NA,NA,"label","Arbusto ca. 2.5m alt. Folhas papiraceas. Estril.","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/5351504a7254274b2906dfb1379592b8.jpg","http://creativecommons.org/licenses/by/4.0/"
"2248071733","Eugenia pistaciifolia DC.",-13.41667,-41.5,"cdc,gass84,gdativ,colmafu,inmafu","98d7a49c-5776-41eb-a928-b6f5174eadd1","838537fc-4aeb-4980-8b58-97fbdcd1d91a",NA,"da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T11:59:27.239+00:00","2024-08-01T11:59:40.469+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",1250,NA,"SOUTH_AMERICA","Bahia",2000,4,6,"2000-04-06",97,97,"2024-08-01T11:59:40.469+00:00",FALSE,"urn:catalog:JBRJ:RB:753264","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"M. Araújo-Nóbrega","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","26","urn:catalog:JBRJ:RB:753264",NA,"Ibicoara","Chapada Diamantina, pediplano central.","RB","2248071733","urn:catalog:JBRJ:RB:753264","RB00753264","JBRJ","Em solo argilo-arenoso","arbusto, de 0,5m. frutos maduros vermelhos e imaturos amarelos",NA,"Eugenia pistaciifolia DC.","K. Coutinho","2012-10-01T00:00:00","2017-10-14T15:58:46.000+00:00","Caatinga Biome - RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 565476",NA,NA,"Magdalena et al. (2018) https://doi.org/10.1016/j.apgeog.2018.05.002",NA,NA,"Ulises Rodrigo Magdalena","2016","Coordenada aferida","Coordenada aferida a partir da informação da ficha de coleta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://rb.jbrj.gov.br/v2/templaterb2.php?colbot=RB&codtestemunho=753264&arquivo=00753264.jpg","http://creativecommons.org/licenses/by/4.0/"
"1929208717","Eugenia pistaciifolia DC.",-13.2872,-41.8342,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:04.290+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Bahia",1999,9,20,"1999-09-20",263,263,"2024-07-21T05:14:04.290+00:00",FALSE,"65f64d7d-1428-4fed-b8ee-f3a1f66a337d","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"T. S. Nunes","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","129","65f64d7d-1428-4fed-b8ee-f3a1f66a337d","20 Sep 1999",NA,"Saída de Abaíra, próxima a 1a. ponte com córrego, Indo para Ribeirão de Baixo.","NY","1929208717","65f64d7d-1428-4fed-b8ee-f3a1f66a337d","1801326","NY",NA,NA,NA,"Eugenia pistaciifolia DC.",NA,NA,NA,"Vascular plants",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2020283","sheet","ICN","Abaíra Mun.","en","PhysicalObject","3474 ft","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/968/768/01801326.jpg","http://creativecommons.org/licenses/by/4.0/"
